iter	Logloss
0	0.6231737336
50	0.008992559465
100	0.002143887928
150	0.001433649345
200	0.001198130396
250	0.001038157124
300	0.0009139605646
350	0.0007996847019
400	0.0006996765745
450	0.0006078782707
499	0.0005351187355
